,id,title,authors,paper,presentation,best,theme
0,439,Airport Service Vehicle Scheduling,"     Kenneth Kuhn, Steffen Loth",/seminarContent/seminar8/papers/p_007_AO.pdf,,,Airport Operations
1,440,Weather Forecast Accuracy: Study of Impact on Airport Capacity and Estimation of Avoidable Costs,"     Alexander Klein, Sadegh Kavoussi, Robert S. Lee",/seminarContent/seminar8/papers/p_008_W.pdf,,,Weather in ATM
2,441,Airspace Encounter Models for Conventional and Unconventional Aircraft,"     Mykel Kochenderfer, Leo Espindle, Matthew Edwards, James Kuchar, Daniel Griffith",/seminarContent/seminar8/papers/p_012_IMSA.pdf,,,Innovative Methods for Safety Assessment
3,442,Time-Based Arrival Management for Dual Threshold Operation and Continous Descent Approaches,"     Hartmut Helmke, Ronny Hann, Daniel Müller, Maria Uebbing-Rumke, Dennis Wittkowski",/seminarContent/seminar8/papers/p_014_CDA.pdf,,,Continuous Descent Approaches
4,443,Regional GDP -- Extending Ground Delay Programs to Regional Airport Systems,"     Yu Zhang, Mark Hansen    ",/seminarContent/seminar8/papers/p_015_IAC.pdf,,,Innovative ATM concepts
5,444,Impact of future time-based operations on Situation Awareness of air traffic controllers,"     Esther Oprins, David Zwaaf, Fredrik Eriksson, Koen van de Merwe, Robert Roe",/seminarContent/seminar8/papers/p_016_HF.pdf,,,Human Factors
6,445,"Modeling Flight Delays and Cancellations at the National, Regional and Airport Levels in the United States","     Banavar Sridhar, Yao Wang, Alexander Klein, Richard Jehlen",/seminarContent/seminar8/papers/p_017_APMM.pdf,,,ATM Performance Measurement and Management
7,446,A systems-engineering approach to assessing the safety of the SESAR Operational Concept,"     Eric Perrin, Derek Fowler, Ron Pierce",/seminarContent/seminar8/papers/p_019_IMSA.pdf,,,Innovative Methods for Safety Assessment
8,447,DEVELOPING A SAFETY CULTURE MEASUREMENT TOOLKIT (SCMT) FOR EUROPEAN ANSPS,"     Kathryn Mearns, Barry Kirwan, Richard Kennedy",/seminarContent/seminar8/papers/p_021_HF.pdf,,,Human Factors
9,448,Carbon Copy: The Benefits of Autonomous Cognitive Models of Air Traffic Controllers in Large-Scale Simulations,"     Steven Estes, Craig Bonaceto, Kevin Long, Scott Mills, Frank Sogandares",/seminarContent/seminar8/papers/p_027_HF.pdf,,,Human Factors
10,449,METHODOLOGY FOR ESTIMATION OF BENEFITS OF HUMAN-FACTORS ENGINEERING IN NEXTGEN/SESAR DEVELOPMENT,"     Lance Sherry, Jerome Lard, Karl Fennell, Michael Feary",/seminarContent/seminar8/papers/p_028_HF.pdf,,,Human Factors
11,450,Departure Scheduling in a Multi-airport System,"     Yanjun Wang, Minghua Hu, Dong Sui, Yong Tian, Jianming Zhan",/seminarContent/seminar8/papers/p_030_TQM.pdf,,,Trajectory and Queue Management
12,451,Hybrid Demand and Capacity Balance Model for the Future Air Traffic Management Concept of Operations,"     Juan José Rebollo, Andrés Cruz   ",/seminarContent/seminar8/papers/p_033_NSTFO.pdf,,,Network and Strategic Traffic Flow Optimization
13,452,Flight Deck-Based Merging and Spacing during En Route Descent: Findings from an Air Traffic Controller Simulation,"     William Penhallegon, Randall Bone",/seminarContent/seminar8/papers/p_037_CDA.pdf,,,Continuous Descent Approaches
14,453,Use of Linear Aircraft Intent Response for Tactical Trajectory-Based Operations,     Stephane Mondoloni,/seminarContent/seminar8/papers/p_038_TQM.pdf,,,Trajectory and Queue Management
15,454,Evaluation of ATC working practice from a safety and human factor perpective,"     Karim Mehadhebi, Philippe Averty, Jean-Louis Pirat",/seminarContent/seminar8/papers/p_041_HF.pdf,,,Human Factors
16,455,Evaluating the Environmental Performance of the U.S. Next Generation Air Transportation System,"     Michael Graham, Terence Thompson, Michael Marcolini, Jeremiah Creedon",/seminarContent/seminar8/papers/p_043_EI.pdf,,,Environmental Impacts in ATM System Design and Operation
17,456,Integrating optimization and simulation to gain more efficient airport logistics,"     Tobias Andersson Granberg, Anna Norin, Peter Värbrand, Di Yuan",/seminarContent/seminar8/papers/p_044_AO.pdf,,,Airport Operations
18,457,Fuel consumption modeling in support of ATM environmental decision-making,"     David Senzig, Gregg Fleming, Ralph Iovinelli",/seminarContent/seminar8/papers/p_048_EI.pdf,,,Environmental Impacts in ATM System Design and Operation
19,458,Ant Colony Optimization for Air Traffic Conflict Resolution,"     Nicolas Durand, Jean-Marc Alliot",/seminarContent/seminar8/papers/p_052_IAC.pdf,,,Innovative ATM concepts
20,459,"Nicolas Durand, Jean-Marc Alliot","     Eduardo GOÑI MODREGO, Mihai-George IAGARU, Marc DALICHAMPT, Roger LANE",/seminarContent/seminar8/papers/p_055_NSTFO.pdf,,,Network and Strategic Traffic Flow Optimization
21,460,Near-Term Terminal Area Automation for Arrival Coordination,     Jeffrey Shepley,/seminarContent/seminar8/papers/p_059_IAC.pdf,,,Innovative ATM concepts
22,461,Feasibility and Benefits of a Cockpit Traffic Display-based Seperation Procedure for Single Runway Arrivals and Departures,"     Dr. Anand M. Mundra, David A. Domino, John R Helleberg, Arthur P. Smith",/seminarContent/seminar8/papers/p_061_CDA.pdf,,,Continuous Descent Approaches
23,462,Controlled Time-of-Arrival Flight Trials,"     Joel K. Klooster & Ana Del Amo, Patrick Manzi",/seminarContent/seminar8/papers/p_064_CDA.pdf,,,Continuous Descent Approaches
24,463,SmartNodes – Towards supporting time-critical decision-making in Aviation Security,"     Rainer Kölle, Alex Tarter",/seminarContent/seminar8/papers/p_067_IAC.pdf,,,Innovative ATM concepts
25,464,MEASUREMENT OF THE QUALITY OF TRAFFIC ORIENTATION SCHEMES REGARDING FLIGHT PLAN EFFICIENCY,"     Dipl.-Ing. Marcus Hantschke, Dipl.-Met. Urban Weißhaar",/seminarContent/seminar8/papers/p_073_APMM.pdf,,,ATM Performance Measurement and Management
26,465,The Impact of Severe Weather on Sector Capacity,"     Lixia Song, Daniel Greenbaum, Craig Wanke",/seminarContent/seminar8/papers/p_075_W.pdf,,,Weather in ATM
27,466,Application of Reinforcement Learning Algorithms for Predicting Taxi-out Times,"     Poornima Balakrishna, Ph.D. Candidate, Rajesh Ganesan,Ph.D., Lance Sherry, Ph.D.",/seminarContent/seminar8/papers/p_079_AO.pdf,,,Airport Operations
28,467,Airport surface management and runways scheduling,"     Raphael Deau, Jean-Baptiste Gotteland, Nicolas Durand",/seminarContent/seminar8/papers/p_081_AO.pdf,,,Airport Operations
29,468,"Longitudinal Study of New York Airports Prices, Delays, Cancellations, Markets Served and Aircraft Gauge","     John Ferguson,  Karla Hoffman, Lance Sherry,  Abdul Qadar Kara,  Guillermo Calderon",/seminarContent/seminar8/papers/p_082_FP.pdf,,,Finance and Policy
