,id,title,authors,paper,presentation,best,theme
0,9,Three Models for Weather Impacted Airspace Capacity Estimation and Forecast,     ,/seminarContent/seminar9/papers/9-Klein-Final-Paper-4-4-11.pdf,/seminarContent/seminar9/presentations/9-Klein-PresentationPDF-6-8-11.pdf,,Weather in ATM
1,14,Contrasting Safety Assessments of a Runway Incursion Scenario by Event Sequence Analysis versus Multi-Agent Dynamic Risk Modelling,     ,/seminarContent/seminar9/papers/14-Stroeve-Final-Paper-4-15-11.pdf,/seminarContent/seminar9/presentations/14-Stroeve-PresentationPDF-6-8-11.pdf,,Maintaining high commercial aviation safety records under large ATM changes
2,15,Evaluating Delay Cost Functions with Airline Actions in Airspace Flow Programs,     ,/seminarContent/seminar9/papers/15-Bloem-Final-Paper-4-12-11.pdf,/seminarContent/seminar9/presentations/15-Bloem-PresentationPDF-6-2-11.pdf,,ATM Performance Measurement and Management
3,16,Controller and Pilot Evaluation of a Datalink-Enabled Trajectory-Based Operations Concept,     ,/seminarContent/seminar9/papers/16-Mueller-Final-Paper-4-6-11.pdf,/seminarContent/seminar9/presentations/16-Mueller-PresentationPDF-6-2-11.pdf,,Air Ground Automation Integrated Concepts
4,19,Controlled Time-Of-Arrival Spacing Analysis,     ,/seminarContent/seminar9/papers/19-Klooster-Final-Paper-4-14-11.pdf,/seminarContent/seminar9/presentations/19-Klooster-PresentationPDF-5-26-11.pdf,,Trajectory and Queue Management
5,20,Design of Aircraft Trajectories based on Trade-offs between Emission Sources,     ,/seminarContent/seminar9/papers/20-Sridhar-Final-Paper-4-14-11.pdf,/seminarContent/seminar9/presentations/20-Sridhar-PresentationPDF-6-3-11.pdf,,Environment and energy efficiency opportunities/benefits from ATM and operations
6,21,Integrated Pilot and Controllers Procedures: Aircraft Pairing for Simultaneous Approaches to Closely Spaced Parallel Runways,     ,/seminarContent/seminar9/papers/21-Verma-Final-Paper-4-8-11.pdf,/seminarContent/seminar9/presentations/21-Verma-PresentationPDF-6-3-11.pdf,,Air Ground Automation Integrated Concepts
7,25,Enhanced Descent Wind Forecast for Aircraft Facilitation of Continuous Descent Arrivals with Improved Efficiency and Predictability by the use of Tailored Descent Wind Forecasts,     ,/seminarContent/seminar9/papers/25-Bronsvoort-Final-Paper-4-6-11.pdf,/seminarContent/seminar9/presentations/25-Bronsvoort-PresentationPDF-6-2-11.pdf,,Environment and energy efficiency opportunities/benefits from ATM and operations
8,27,Arrival Flow Control by Local Cherry Picking,     ,/seminarContent/seminar9/papers/27-Schaad-Final-Paper-4-11-11.pdf,/seminarContent/seminar9/presentations/27-Schaad-PresentationPDF-5-27-11.pdf,,Deployment Experience
9,30,POTENTIAL ADAPTATION to IMPACTS of CLIMATE CHANGE on AIR TRAFFIC MANAGEMENT,     ,/seminarContent/seminar9/papers/30-BURBIDGE-Final-Paper-4-15-11.pdf,/seminarContent/seminar9/presentations/30-BURBIDGE-PresentationPDF-6-10-11.pdf,,Environment and energy efficiency opportunities/benefits from ATM and operations
10,32,Evaluation of an Autonomous Taxi Solution for Airport Operations during Low Visibility Conditions,     ,/seminarContent/seminar9/papers/32-Hakkeling-Final-Paper-4-4-11.pdf,/seminarContent/seminar9/presentations/32-Hakkeling-PresentationPDF-5-30-11.pdf,,Air Ground Automation Integrated Concepts
11,33,Analytical Workload Model for Estimating En Route Sector Capacity in Convective Weather,     ,/seminarContent/seminar9/papers/33-Cho-Final-Paper-4-13-11.pdf,/seminarContent/seminar9/presentations/33-Cho-PresentationPDF-6-2-11.pdf,,Weather in ATM
12,34,Tower Controllers’ Assessment of the Spot and Runway Departure Advisor (SARDA) Concept,     ,/seminarContent/seminar9/papers/34-Hoang-Final-Paper-4-15-11.pdf,/seminarContent/seminar9/presentations/34-Hoang-PresentationPDF-6-3-11.pdf,,Human Factors
13,36,Benefits of Virtual Queuing at Congested Airports Using ASDE-X:A Case Study of JFK Airport  ,     ,/seminarContent/seminar9/papers/36-Bhadra-Final-Paper-4-13-11.pdf,/seminarContent/seminar9/presentations/36-Bhadra-PresentationPDF-6-3-11.pdf,,ATM Performance Measurement and Management
