,id,title,authors,paper,presentation,best,theme
0,155,Context-Sensitive Speech Recognition in the Air Traffic Control Simulation,     Dirk Schaefer,/seminarContent/seminar4/papers/p_003_HF.pdf,,,Human Factors
1,156,A Review of Civil Aviation Accidents Air Traffic Management Related Accidents:1980-1999,     Gerard W.H. van Es,/seminarContent/seminar4/papers/p_005_S.pdf,,,Safety
2,157,Simulation of CTAS/FMS Air Traffic Management,"     Todd Callantine, Thomas Prevt, Nancy Smith, Everett Palmer",/seminarContent/seminar4/papers/p_008_AGC.pdf,,,Safety
3,158,An Operational Assessment of Terminal and En Route Free Flight Capabilities,"     David Knorr, Joseph Post, Marilyn Walker, Daniel Howell",/seminarContent/seminar4/papers/p_009_DSTCDM.pdf,,,Safety
4,159,Traffic Flow Management (TFM) weather Rerouting,"     Joseph E. Sherry, C.G. Ball, S.M. Zobell",/seminarContent/seminar4/papers/p_011_ITFODM.pdf,,,Safety
5,160,Safety Assessments of ADS-B and ASAS,     Andrew Zeitlin,/seminarContent/seminar4/papers/p_013_S.pdf,,,Safety
6,161,Development and Validation of the controller acceptance rating scale (CARS): Results of Empirical Research,"     Katharine K. Lee, Karol Kerns, Randall Bone, Monicarol Nickelson",/seminarContent/seminar4/papers/p_014_HF.pdf,,,Human Factors
7,162,Determination of Minimum Push-Back and Taxi-Out Time Predictability Needed For Near-Term Departure Scheduling using DEPARTS,"     Wayne W. Cooper, Satish C. Mohleji, Carl D. Burke, J. Glenn Foster, Michael J. Mills",/seminarContent/seminar4/papers/p_015_DSTCDM.pdf,,,Safety
8,163,Controller and Pilot Error in Surface Operations,     Kim Cardosi,/seminarContent/seminar4/papers/p_016_S.pdf,,,Safety
9,164,Flight Deck Simulations of Station Keeping,"     Michael Agelii, Christian Olausson",/seminarContent/seminar4/papers/p_017_AGC.pdf,,,Safety
10,165,Analytical and Empirical Analysis of the Impacts of Restricting Airspace,"     John M. Falker, James K. Kuchar",/seminarContent/seminar4/papers/p_018_ITFODM.pdf,,,Safety
11,166,The Effect of Aircraft Wake Vortex Separation on Air Transportation Capacity,"     George Donohue, David K. Rutishauser",/seminarContent/seminar4/papers/p_022_S.pdf,,,Safety
12,167,Estimation of Airport Capacity through the Determination of the Tower Controller Time Load,"     Francisco Montoto, Nicolas Suarez",/seminarContent/seminar4/papers/p_024_HF.pdf,,,Human Factors
