,id,title,authors,paper,presentation,best,theme
0,223,Arrival/Departure Capacity Tradeoff Optimization: A Case Study At The St. Louis Lambert International Airport (Stl),     Eugene Gilbo,/seminarContent/seminar5/papers/p_001_AM.pdf,,,Safety
1,224,An Aggregate Dynamic Stochastic Model For An Air Traffic System,     Banavar Sridhar,/seminarContent/seminar5/papers/p_003_MPM.pdf,,,Safety
2,225,Potential Benefits Of A Time-Based Separation Procedure To Maintain The Arrival Capacity Of An Airport In Strong Head-Wind Conditions,"     Elsa Freville, Jean-Pierre Nicolaon, Antoine Vidal, Peter Crick",/seminarContent/seminar5/papers/p_005_AM.pdf,,,Safety
3,226,Measurement And Prediction Of Dynamic Density,"     Parimal Kopardekar, Sherri Magyarits",/seminarContent/seminar5/papers/p_007_MPM.pdf,,,Safety
4,227,Airborne Separation Assurance Validation With Multiple Humans-In-The-Loop,"     Jacco Hoekstra, Jaap Groeneweg, Ronald van",/seminarContent/seminar5/papers/p_009_TFO.pdf,,,Safety
5,228,Atm System Status Analysis Methodology,"     Luis Negrete, Alvaro Urech, Francisco Saez",/seminarContent/seminar5/papers/p_010_MPM.pdf,,,Safety
6,229,Data Processing Techniques For Conflict Detection On Airport Surface,"     Jesus Garcia, Juan A, Gonzalo de, Javier I",/seminarContent/seminar5/papers/p_012_AM.pdf,,,Safety
7,230,Regaining Lost Separation In A Piloted Simulation Of Autonomous Aircraft Operations,"     Richard Barhydt, Todd Eischeid, Michael Palmer, David Wing",/seminarContent/seminar5/papers/p_014_AGC.pdf,,,Safety
8,231,Improving Trajectory Forecasting Through Adaptive Filtering Techniques,"     Stephane Mondoloni, Diana Liang",/seminarContent/seminar5/papers/p_015_DS.pdf,,,Safety
9,232,Free Flight Program Update,"     Joseph Post, David Knorr",/seminarContent/seminar5/papers/p_016_DS.pdf,,,Safety
10,233,Airborne Conflict Management Within Confined Airspace In A Piloted Simulation Of Dag-Tm Autonomous Aircraft Operations,"     Bryan Barmore, Edward Johnson, David Wing, Richard Barhydt",/seminarContent/seminar5/papers/p_017_AGC.pdf,,,Safety
11,234,Analysis Of Terminal Separation Standards And Radar Performance,     Steven Bussolari,/seminarContent/seminar5/papers/p_018_SS.pdf,,,Safety
12,235,Human-In-The-Loop Evaluation Of A Multi-Strategy Traffic Management Decision Support Capability,"     Craig Wanke, Norma Taber, Shane Miller, Celesta Ball, Lynne Fellman",/seminarContent/seminar5/papers/p_019_DS.pdf,,,Safety
13,236,Estimating The En Route Efficiency Benefits Pool,"     Daniel Howell, Michael Bennett, James Bonn, Dave Knorr",/seminarContent/seminar5/papers/p_023_MPM.pdf,,,Safety
14,237,A General Approach To Equity In Traffic Flow Management And Its Application To Mitigating Exemption Bias In Ground Delay Programs,"     Michael Ball, Thomas Vossen, Robert Hoffman, Mike Wambsganss",/seminarContent/seminar5/papers/p_024_TFO.pdf,,,Safety
15,238,"Initial Evaluation Of Uret Enhancements To Support Tfm Flow Initiatives, Severe Weather Avoidance And Cpdlc","     Daniel Kirk, Richard Bolczak ",/seminarContent/seminar5/papers/p_025_DS.pdf,,,Safety
16,239,The Big Iron,"     Almira Williams, Stephane Mondoloni, Diana Liang, Steve Bradford, Richard Jehlen",/seminarContent/seminar5/papers/p_026_DS.pdf,,,Safety
17,240,Real-Time Conflict-Free Trajectory Optimization,     Matthew Jardin,/seminarContent/seminar5/papers/p_027_TFO.pdf,,,Safety
18,241,Standardizing Performance Metrics,"     Tamara Breunig, Steve Bradford, Diana Liang",/seminarContent/seminar5/papers/p_028_MPM.pdf,,,Safety
19,242,Air Traffic Control Command Monitoring System Based On Information Integration,"     Zhengping Ma, Peng Cheng, Deguang Cui",/seminarContent/seminar5/papers/p_031_DS.pdf,,,Safety
20,243,Innovative Requirements Engineering Applied To Atm,"     Neil Maiden, Mary Flynn, Sara Jones",/seminarContent/seminar5/papers/p_032_HF.pdf,,,Human Factors
