,id,title,authors,paper,presentation,best,theme,abstract
0,163,"Airport Gate Scheduling for Passengers, Aircraft, and Operation",     ,/seminarContent/seminar10/papers/163-Kim_0115130134-Final-Paper-4-17-13.pdf,/seminarContent/seminar10/presentations/163-Kim_0115130134-PresentationPDF-6-12-13.pdf,,ATM Performance Measurement and Management,"Passengers' experience is becoming a key metric to evaluate the air transportation system's performance. Efficient and robust tools to handle airport operations are needed along with a better understanding of passengers' interests and concerns. Among various airport operations, this paper studies airport gate scheduling for improved passengers' experience. Three objectives accounting for passengers, aircraft, and operation are presented. Trade-offs between these objectives are analyzed, and a balancing objective function is proposed. The results show that the balanced objective can improve the efficiency of traffic flow in passenger terminals and on ramps, as well as the robustness of gate operations."
1,169,"Evaluation of the Controller-Managed Spacing Tools, Flight-deck Interval Management and Terminal Area Metering Capabilities for the ATM Technology Demonstration #1",     ,/seminarContent/seminar10/papers/169-Thipphavong_0122130155-Final-Paper-4-10-13.pdf,/seminarContent/seminar10/presentations/169-Thipphavong_0122130155-PresentationPDF-6-10-13.pdf,,Air Ground Integrated Concepts,"NASA has developed a suite of advanced arrival management technologies combining time-based scheduling with  controller- and flight deck-based precision spacing capabilities that allow fuel-efficient arrival  operations during periods of high throughput. An operational demonstration of these integrated  technologies, i.e., the ATM Technology Demonstration #1 (ATD-1), is slated for 2016. Human-in-the-loop  simulations were conducted to evaluate the performance of the ATD-1 system and validate operational  feasibility. The ATD-1 system was found to be robust to scenarios with saturated demand levels and high  levels of system delay. High throughput, 10% above baseline demand levels, and schedule conformance less  than 20 seconds at the 75th percentile were achievable. The flight-deck interval management capabilities  also improved the median schedule conformance at the final approach fix from 5 to 3 seconds and with less  variance."
2,170,Assessing the Benefits of NextGen Performance Based Navigation (PBN),     ,/seminarContent/seminar10/papers/170-Timar_0122130540-Final-Paper-4-12-13.pdf,/seminarContent/seminar10/presentations/170-Timar_0122130540-PresentationPDF-5-23-13.pdf,,Enhanced Surveillance and Navigation,"NextGen is the ongoing transformation of air traffic control technologies and procedures in the United States. Two key components of NextGen are Performance Based Navigation (PBN) and the Optimization of Airspace and Procedures in the Metroplex (OAPM). PBN leverages state-of-the-art navigation technologies, such as satellite-based Area Navigation (RNAV) and Required Navigation Performance (RNP), to improve airport access, shorten flight paths, and increase en route efficiency. OAPM is a systematic and expedited approach to implementing PBN procedures and airspace changes.  The Federal Aviation Administration (FAA) is seeking to quantify the benefits of Performance Based Navigation (PBN). The approach is to identify all PBN benefit mechanisms, develop explicit models capturing those mechanisms, and conduct simulations to quantify their impacts under representative operating conditions. In support of this effort, we investigated the throughput impact of implementing PBN to mitigate metroplex inefficiencies. Metroplex inefficiencies identified in this study involved individual or multiple airports, typically occurred in the terminal airspace domain, and impacted both departures and arrivals. PBN capabilities included RNAV Standard Instrument Departure (SID) and Standard Terminal Arrival (STAR) procedures, and RNP Approval Required (AR) final approach procedures. The investigation included simulations to evaluate the throughput impacts of RNAV SIDs or STARs in addressing metroplex inefficiencies. We formulated simple, generic queuing system-based models of the baseline SIDs or STARs capturing the inefficiency, and the RNAV SIDs or STARs mitigating the inefficiency. We then extended the models to represent instances in the Northern California metroplex. Results show that RNAV SIDs and STARs demonstrated significant increases in throughput compared with baseline SIDs and STARs, particularly at saturated traffic demand levels. This paper describes the modeling assumptions, methods, and results including the quantitative throughput impacts and their sensitivity to traffic level, traffic distribution, and the in-trail separation minima."
3,177,An Operational Evaluation of the Ground Delay Program Parameters Selection Model (GPSM),     ,/seminarContent/seminar10/papers/177-Cook_0123130303-Final-Paper-4-10-13.pdf,/seminarContent/seminar10/presentations/177-Cook_0123130303-PresentationPDF-6-11-13.pdf,,Weather in ATM,"The results of an operational evaluation of an Air Traffic Management (ATM)-Weather integrated tool, the Ground Delay Program (GDP) Parameters Selection Model (GPSM), are presented. A shadow evaluation was conducted in 2011, followed by an operational evaluation in 2012. The execution of these evaluations required collaboration and joint support across various agencies and organizations, including the National Aeronautics and Space Administration (NASA), the Federal Aviation Administration (FAA), the National Weather Service (NWS), Mosaic ATM, and MIT Lincoln Laboratory, along with the participation of the National Airspace System (NAS) user community. The shadow evaluation in 2011 showed that ground delays issued during the initial GDP could have been reduced by 20% if GPSM’s recommendations had been used operationally. These promising results led to an operational evaluation the following year. Despite challenges related to unexpected weather patterns, weather sensor outages, and slow user acceptance, analytical results show that GPSM provided benefits when used in operational decision making. On days where GPSM recommendations were closely followed, ground delays were on average 20% lower relative to days where recommendations were not followed, consistent with expectations set in 2011. The gap between planned and observed arrival rates fell by 29% relative to the preceding three years."
4,180,"Investigation of NASA’s Spot and Runway Departure Advisor Concept at PHL, CLT, and LAX Airports",     ,/seminarContent/seminar10/papers/180-Atkins_0123130511-Final-Paper-4-12-13.pdf,/seminarContent/seminar10/presentations/180-Atkins_0123130511-PresentationPDF-5-24-13.pdf,,Trajectory and Queue Management,"NASA has developed the Spot and Runway Departure Advisor (SARDA), which plans spot crossing times and runway sequences to more efficiently manage departures on an airport surface, and extensively studied the concept and algorithms in the context of Dallas/Fort Worth International Airport.  This paper reports on a study of the SARDA concept at three new airports – Philadelphia International Airport (PHL), Charlotte-Douglas International Airport (CLT), and Los Angeles International Airport (LAX).  The investigation of SARDA at these new airports included both fast-time simulation experiments as well as a human factors evaluation.  A fast-time simulation was developed for PHL, CLT, and LAX airports, capable of simulating both baseline operations and operations with NASA’s SARDA concept in use.  Multiple traffic scenarios were simulated at each airport and metrics detailing the differences between the SARDA and baseline operations analyzed.  Results supported the conclusion that SARDA provides substantial benefits at all three airports.  To complement the simulations, structured interviews were conducted with retired air traffic controllers who had experience at the focus airports.  The human factors study provided a qualitative, alternative investigation into how SARDA would operate at these airports, and identified issues not observable through the simulations as well as additional concept and algorithmic requirements related to off-nominal situations."
5,182,2011 Trajectory Based Operations Flight Trials,     ,/seminarContent/seminar10/papers/182-Wynnyk_0124131122-Final-Paper-4-14-13.pdf,/seminarContent/seminar10/presentations/182-Wynnyk_0124131122-PresentationPDF-6-11-13.pdf,,Trajectory and Queue Management,"This paper presents findings from the Federal Aviation Administration (FAA) 2011 Trajectory Based  Operations (TBO) flight trials, performed November 30, 2011 to December 22, 2011 at Seattle-Tacoma  International Airport (KSEA).  The flight trials evaluated the operational concept of meeting metering  times into the terminal area using the Required Time-of-Arrival (RTA) function available in modern Flight  Management Systems (FMSs). The trial objectives were to test the concept on a large scale, streamline the  process of assigning an RTA, and facilitate an in-depth evaluation of the utility of RTA as a flow  management tool for Air Traffic Control (ATC) and operators. Findings show that the Boeing 737 Next  Generation (B737NG) aircraft equipped with GE Aviation FMSs are capable of meeting the technical  performance expectations of RTA. A total of 833 Alaska Airline (ASA) revenue flights participated in the  trials, with 595 aircraft (71%) executing an RTA to completion, and 575 of those 595 (96.6%) arriving  within a 30 second tolerance. The trials identify several areas where additional research, standardization,  and automation enhancements are needed for RTA to be operationally viable."
6,183,Identifying Temporally Persistent Flows in the Terminal Airspace via Spectral Clustering,     ,/seminarContent/seminar10/papers/183-Enriquez_0124131201-Final-Paper-4-12-13.pdf,/seminarContent/seminar10/presentations/183-Enriquez_0124131201-PresentationPDF-6-12-13.pdf,,ATM Performance Measurement and Management,"Given a specified amount of flight trajectory data, data reduction and clustering methods (e.g., Principal  Components Analysis and k-means) have become established tools for identifying flows (i.e., a group of  similar flight trajectories). However, most flow identification algorithms in the literature rely solely on  spatial clustering, without considering the temporal dimension. Temporal characterization of flows is  important, as it: enables identification of salient air traffic features, provides a basis for scenario  (“what-if”) analyses, and allows for a more robust distillation of large and time-varying air traffic  datasets.  To address this shortcoming, this work proposes a methodology for identifying flows which persist over an  arbitrary time span. This process leverages a generic Spectral Clustering framework, building upon the  methodologies established by Enriquez and Kurcz [4]. This algorithmic approach produces robust results,  while remaining easy to implement and being computationally inexpensive. We present two examples to show  the promise of this algorithm. First, the algorithm is used to automatically identify days in which  irregular air traffic patterns occur in the Miami International Airport (MIA) terminal airspace. Second, we  use this algorithm to help identify the minimum required number of new Performance Based Navigation (PBN)  arrival and departure procedures in the National Airspace (NAS), based on six months of historic data."
7,184,ADS-B: The Case for London Terminal Maneuvering Area (LTMA),     ,/seminarContent/seminar10/papers/184-Ali_0124131246-Final-Paper-4-14-13.pdf,/seminarContent/seminar10/presentations/184-Ali_0124131246-PresentationPDF-6-9-13.pdf,,Enhanced Surveillance and Navigation,"EUROCONTROL in collaboration with various Air Navigation Service Providers (ANSPs) in Europe and in the  United Kingdom established the CASCADE program to coordinate the implementation of Automatic Dependent  Surveillance Broadcast (ADS-B) applications. In this program, the CRISTAL initiative provides data from  validation trials in each country, to test the ADS-B technology in real scenarios where the operational  needs exist. The ADS-B system is expected to play a key role to facilitate some of the safety-critical  functions envisioned under the future operational concepts, including self-separation and Air Traffic  Control based separation with reduced separation minima. ADS-B is a very complex system, highly dependent  on the navigation and communication systems. A rigorous, clear and comprehensive assessment method is  required to ensure that it is safe to operate in any particular context. This paper proposes a  comprehensive framework to evaluate ADS-B data (obtained from NATS CRISTAL project) performance to assess  whether it can meet the accuracy, latency and update rate requirements to support the above-mentioned  safety-critical applications. In the proposed framework, Global Positioning System (GPS) data from aircraft  navigation system are used as the reference data to validate ADS-B data accuracy as recorded by ground  stations. The framework begins by decoding both sets of data (ADS-B and GPS) into the ASCII format. Both  sets are then correlated based on the time and horizontal position, the most challenging task in the data  evaluation process. A statistical evaluation is carried out in terms of accuracy, latency and update rate.  The key challenges in this analysis and errors identified in each dataset are discussed in this paper."
8,189,Operational Demonstration of a Performance-Based Separation Standard at The Hartsfield-Jackson Atlanta International Airport - Implementation and Benefits of Equivalent Lateral Spacing Operation (ELSO) Departures,     ,/seminarContent/seminar10/papers/189-Mayer_0124130530-Final-Paper-4-11-13.pdf,/seminarContent/seminar10/presentations/189-Mayer_0124130530-PresentationPDF-6-5-13.pdf,,Enhanced Surveillance and Navigation,"Performance-Based Navigation (PBN) represents a cornerstone of the Federal Aviation Administration (FAA) Next Generation Air Transportation System (NextGen). Improvements in aircraft navigation precision associated with PBN operations enable the development of advanced spacing concepts that evolve currently applicable separation standards. The Equivalent Lateral Spacing Operation (ELSO) concept was developed to advance the current 15-degree divergence requirement for independent parallel as well as successive departures and enables reduced-divergence departure operations. The concept was first presented at the Ninth ATM Seminar in 2011. The Hartsfield-Jackson Atlanta International Airport (KATL) implemented reduced-divergence Area Navigation (RNAV) departure procedures based on this concept on 20 October 2011. This paper outlines the standard concept and reviews KATL’s designs of RNAV ELSO procedures. It also describes the implementation approach taken to demonstrate the standard concept and presents the methodologies developed to characterize associated operational changes and estimate resulting benefits. For the 2011 level of departure demand, the results indicate a net average operator benefit of $44.00 per KATL departure and a net annual operator benefit of $19.2 million at the airport. Successful operational demonstration of the ELSO concept at KATL paves the way for regulatory changes that adopt the concept as a separation standard."
9,192,Increased Acceptance of Controller Assistance by Automatic Speech Recognition,     ,/seminarContent/seminar10/papers/192-Helmke_0125130546-Final-Paper-4-15-13.pdf,/seminarContent/seminar10/presentations/192-Helmke_0125130546-PresentationPDF-6-8-13.pdf,,Human Factors,"Situation awareness of today's automation relies on sensor information, data bases and the information delivered by the operator using an appropriate HMI. The situation is mostly influenced by voice communications between controller and pilots. Hence, voice communication is an important part for the human operator to implement his plans. Voice communication runs independent and in parallel to the process the automation performs to understand the situation. Therefore, the automation, specifically the support system, is not aware of agreements between human operators. Even worse, the operators have additional effort to inform the support systems about their communication, i.e. their intents. This additional effort can be avoided by using automatic speech recognition systems (ASR). Nowadays, ASR is used in many applications, e.g. Siri® in Apple's iPhone®.   This paper focuses on the integration of ASR with DLR's arrival manager 4D-CARMA. ASR improves situation awareness of both assistant system and controller. As the controller is responsible for his advisories he sometimes deviates from the recommendations of the automation. The automation often needs at least 40 seconds until it recognizes the deviations from the plan if radar data is available only. Trials performed at DLR's Institute of Flight Guidance have shown that ASR can reduce this deviation time of an Arrival Manager (AMAN) by approx. 90% down to 5 seconds.j  As a side-effect, the combination of ASR and AMAN also improves the performance of ASR. The AMAN provides context information about the current and estimated future situations. It creates hypotheses on controller intents and predicts which advisories the controller will probably transmit via voice. First trials have shown that this approach can reduce the word error rate by up to 80%. This can foster the use of ASR in ATM."
